pubmed_id,DOI,title,keywords,journal,abstract
33666494,['10.1089/bfm.2021.0013 [doi]'],"Brotizolam During Pregnancy and Lactation: Brotizolam Levels in Maternal Serum, Cord Blood, Breast Milk, and Neonatal Serum.","anxiety, benzodiazepine, breastfeeding, brotizolam, placental transfer",Breastfeeding medicine : the official journal of the Academy of Breastfeeding Medicine,"Background: Brotizolam is a sedative-hypnotic thienotriazolodiazepine that is a benzodiazepine analog used for debilitating insomnia. Anxiety, depression, and sleep disorders occur in about 15% of pregnant and lactating women; however, no studies have examined brotizolam transfer across the placenta or its excretion into breast milk. In this case report, we assessed brotizolam concentrations in maternal and neonatal blood, cord blood, and breast milk. Materials and Methods: Brotizolam concentrations in maternal serum, breast milk, cord blood, and neonatal serum were measured while the mother was taking oral brotizolam 0.25 mg once daily. Case Report: A 28-year-old woman diagnosed with bipolar II disorder received brotizolam during pregnancy (28-40 weeks' gestational age) and lactation, along with sertraline, alprazolam, and trazodone. A male infant weighing 3,412 g was born at 40 weeks of gestation. Neonatal abstinence syndrome manifested as fever, limb tremor, and central cyanosis, requiring oxygenation and intravenous phenobarbital administration for 4 days. No pulmonary dysfunction or birth defects were detected. Brotizolam concentrations in maternal serum at 7.0 and 14.0 hours after maternal dosing were 0.51 and 0.22 ng/mL, respectively. Brotizolam was not detected in cord blood or infant serum 9.2 hours after maternal dosing. The brotizolam concentration in breast milk collected 7.1 hours after maternal dosing was 0.12 ng/mL. The infant developed normally, with no drug-related adverse effects at the 1-, 3-, or 6-month postpartum checkups. Conclusion: Brotizolam transfer into placenta and breast milk was negligible. Further studies should assess the safety of brotizolam in fetuses and breastfed infants."
33666427,['10.1021/acs.analchem.0c05206 [doi]'],Plasmonically Calibrated Label-Free Surface-Enhanced Raman Spectroscopy for Improved Multivariate Analysis of Living Cells in Cancer Subtyping and Drug Testing.,?,Analytical chemistry,"Plasmonic nanostructure-enabled label-free surface-enhanced Raman spectroscopy (SERS) emerges as a rapid nondestructive molecular fingerprint characterization technique for complex biological samples. However, label-free SERS bioanalysis faces challenges in reliability and reproducibility due to SERS signals' high susceptibility to local optical field variations at plasmonic hotspots, which can bias correlations between the measured spectroscopic features and the actual molecular concentration profiles of complex biochemical matrices. Herein, we report that plasmonically enhanced electronic Raman scattering (ERS) signals from metal nanostructures can serve as a SERS calibration internal standard to improve multivariate analysis of living biological systems. Through side-by-side comparisons with noncalibrated SERS datasets, we demonstrate that the ERS-based SERS calibration can enhance supervised learning classification of label-free living cell SERS spectra in (1) subtyping breast cancer cells with different degrees of malignancy and (2) assessing cancer cells' drug responses at different dosages. Notably, the ERS-based SERS calibration has the advantages of excellent photostability under laser excitation, no spectral interference with biomolecule Raman signatures, and no occupation competition with biomolecules at hotspots. Therefore, we envision that the ERS-based SERS calibration can significantly boost the multivariate analysis performance in label-free SERS measurements of living biological systems and other complex biochemical matrices."
33666335,['10.1002/2211-5463.13139 [doi]'],CRISPR-based knockin mutagenesis of the pioneer transcription factor FOXA1: optimization of strategies for multi-allelic proteins in cancer cells.,"CRISPR, Cas9, FOXA1, Knockin, MCF7, breast cancer",FEBS open bio,"Precise genome engineering of living cells has been revolutionized by the introduction of the highly specific and easily programmable properties of CRISPR-Cas9 technology. This has greatly accelerated research into human health and has facilitated the discovery of novel therapeutics. CRISPR-Cas9 is most widely employed for its ability to inactivate or knockout specific genes, but can be also used to introduce subtle site-specific substitutions of DNA sequences that can lead to changes in the amino acid composition of proteins. Despite the proven success of CRISPR-based knockin strategies of genes in typical diploid cells (i.e. cells containing two sets of chromosomes), precise editing of cancer cells, that typically have unstable genomes and multiple copies of chromosomes, is more challenging and not adequately addressed in the literature. Herein, we detail our methodology for replacing endogenous proteins with intended knockin mutants in polyploid cancer cells and discuss our experimental design, screening strategy, and facile allele-frequency estimation methodology. As proof of principle, we performed genome editing of specific amino acids within the pioneer transcription factor FOXA1, a critical component of estrogen and androgen receptor signaling, in MCF-7 breast cancer cells. We confirm mutant FOXA1 protein expression and intended amino acids substitutions via western blotting and mass spectrometry. In addition, we show that mutant allele-frequency estimation is easily achieved by TOPO cloning combined with allele-specific PCR, which we later confirmed by next-generation RNA-sequencing. Typically, there are 4 - 5 copies (alleles) of FOXA1 in breast cancer cells, making the editing of this protein inherently challenging. As a result, most studies that focus on FOXA1 mutants rely on ectopic overexpression of FOXA1 from a plasmid. Therefore, we provide an optimized methodology for replacing endogenous wildtype FOXA1 with precise knockin mutants to enable the systematic analysis of its molecular mechanisms within the appropriate physiological context."
33666221,"['228030 [pii]', '10.1042/BST20200163 [doi]']",Structure and evolution of the bifidobacterial carbohydrate metabolism proteins and enzymes.,"ABC transport proteins, bifidobacterium, carbohydrate metabolism, glycoside hydrolase, host-microbe interactions, human gut microbes",Biochemical Society transactions,"Bifidobacteria have attracted significant attention because they provide health-promoting effects in the human gut. In this review, we present a current overview of the three-dimensional structures of bifidobacterial proteins involved in carbohydrate uptake, degradation, and metabolism. As predominant early colonizers of the infant's gut, distinct bifidobacterial species are equipped with a panel of transporters and enzymes specific for human milk oligosaccharides (HMOs). Interestingly, Bifidobacterium bifidum and Bifidobacterium longum possess lacto-N-biosidases with unrelated structural folds to release the disaccharide lacto-N-biose from HMOs, suggesting the convergent evolution of this activity from different ancestral proteins. The crystal structures of enzymes that confer the degradation of glycans from the mucin glycoprotein layer provide a structural basis for the utilization of this sustainable nutrient in the gastrointestinal tract. The utilization of several plant dietary oligosaccharides has been studied in detail, and the prime importance of oligosaccharide-specific ATP-binding cassette (ABC) transporters in glycan utilisations by bifidobacteria has been revealed. The structural elements underpinning the high selectivity and roles of ABC transporter binding proteins in establishing competitive growth on preferred oligosaccharides are discussed. Distinct ABC transporters are conserved across several bifidobacterial species, e.g. those targeting arabinoxylooligosaccharide and alpha-1,6-galactosides/glucosides. Less prevalent transporters, e.g. targeting beta-mannooligosaccharides, may contribute to the metabolic specialisation within Bifidobacterium. Some bifidobacterial species have established symbiotic relationships with humans. Structural studies of carbohydrate-utilizing systems in Bifidobacterium have revealed the interesting history of molecular coevolution with the host, as highlighted by the early selection of bifidobacteria by mucin and breast milk glycans."
33666116,['10.1080/14737140.2021.1894932 [doi]'],Immunotherapy as a partner for HER2-directed therapies.,"HER2, HER2-targeted therapy, PD-L1, cancer vaccine, checkpoint inhibitors, immunotherapy",Expert review of anticancer therapy,"INTRODUCTION: Existing HER2-targeted therapies modulate the tumor microenvironment and the immunologic response cancer in a favorable way. While these therapies have made dramatic improvements in the treatment and prognosis of HER2-overexpressing malignancies, additional treatment options are still needed. AREAS COVERED: This review covers the immunomodulatory effects of approved HER2-targeted therapies. We discuss the preclinical data that demonstrates an additive effect of the combination of trastuzumab or other HER2-targeting agents with immunomodulatory drugs. Finally, we report the initial studies on the combination of HER2-targeted agents together with immune checkpoint inhibitors or cancer vaccines in breast cancer. EXPERT OPINION: Preclinical data suggest a synergistic effect of HER2-targeted therapy together with both checkpoint inhibitor and cancer vaccine immunotherapy. Results from initial trials with PD-1/PD-L1-blocking therapy together with HER2-targeted therapy have been negative, but responses were seen in patients with PD-L1+ breast cancer. Trastuzumab together with HER2-targeted cancer vaccination has shown benefit in triple negative breast cancer. Further trials are necessary and warranted to confirm the benefit of these combinations."
33666106,['10.1177/1090198120988248 [doi]'],Never Screened: Understanding Breast Cancer Nonadherence in Puerto Rico.,"Hispanic Americans, Puerto Rico, breast cancer, cancer health disparities, community engagement, mammography, outreach",Health education & behavior : the official publication of the Society for Public Health Education,"Breast cancer is the most commonly diagnosed cancer and the leading cause of cancer-related death among women in Puerto Rico (PR). The purpose of this study was to identify factors associated with never screened status among a sample of women nonadherent to the 2013 American Cancer Society guidelines. The inclusion criteria for this study were being a woman (1) aged >/=40 years old and (2) nonadherent to breast cancer screening guidelines. We used baseline data from participants (N = 300; aged >/=40 years old) enrolled in the intervention trial Cultivando la Salud, implemented in Canovanas, Puerto Rico, from 2012 to 2014. We used multivariate logistic regression models to identify factors associated with never screening status, adjusting by sociodemographical variables and psychosocial constructs about mammography (self-efficacy, beliefs about mammography pros [benefits] and cons [disadvantages], and subjective norms) as well as by health care insurance, usual source of care, and Pap test adherence. Among nonadherent women, 18.0% reported never having a mammography. Never screened women were significantly younger than previously screened women (adjusted prevalence odds ratio [aPOR] = 7.32, 95% confidence interval (CI): [2.38, 22.50]) and almost four times as likely to have the governmental health plan (GHP; aPOR = 3.78, 95% CI: [1.15, 12.46]). In addition, never screened women perceived more cons (disadvantages) to mammography than previously screened women (aPOR = 1.81, 95% CI: [1.18, 2.78]). We found that women who were younger, had GHP insurance, and had higher levels of beliefs against mammography were more likely to have never been screened. Results from this study can be used to target never screened women with health education messages addressing perceived cons of mammography. Additionally, women with GHP insurance may experience disparities in health care access and should be targeted with policies that facilitate access to mammography screening."
33665980,['10.1002/cam4.3824 [doi]'],Development of the CK-MB-1 trastuzumab-resistant HER2-positive breast cancer cell line and xenograft animal models.,"animal models, breast cancer, cell lines, trastuzumab, xenograft",Cancer medicine,"BACKGROUND: Patients with human epidermal growth factor receptor 2 (HER2)-positive breast cancer who fail to respond to anti-HER2 treatments have poor prognoses. Most trastuzumab-resistant breast cancer cell lines available from biobanks feature either phosphoinositide-3-kinase, catalytic, alpha (PIK3CA) mutation or the loss of phosphatase and tensin homolog (PTEN). However, PIK3CA mutations and/or PTEN loss do not account for most trastuzumab-resistant tumors in humans. METHODS: Breast cancer cells were collected from one patient's malignant ascites. These cells were cultured and maintained to develop a stable cell line, which we named CK-MB-1. We used western blotting to evaluate protein expression. The PIK3CA status of CK-MB-1 cells was analyzed using Sanger sequencing and validated using next-generation sequencing. In vivo, CK-MB-1 xenograft tumor models were developed in zebrafish and immunodeficient mice. RESULTS: CK-MB-1 cells maintained the major characteristics of the parental tumor including HER2 positivity and estrogen receptor negativity. The HER2 gene amplification of CK-MB-1 cells was detected by fluorescence in situ hybridization. The integrity of PTEN was confirmed by its positive protein expression and the absence of gene mutations. No common PIK3CA mutation was detected. Compared with the findings in two other HER2-positive trastuzumab-resistant cell lines, CK-MB-1 cells exhibited greater resistance to trastuzumab, chemotherapeutics, and small-molecule drugs. Trastuzumab resistance in CK-MB-1 cells was confirmed in vivo using the NOD SCID mouse model. CONCLUSIONS: CK-MB-1 cells represent a stable HER2-positive trastuzumab-resistant breast cancer cell line. The resistance of CK-MB-1 cells does not originate from the PTEN or phosphoinositide 3-kinase signaling pathway, which can provide an alternative approach for potential drugs."
33665971,['10.1002/cam4.3682 [doi]'],COVID-19 outbreak: An experience to reappraise the role of hospital at home in the anti-cancer drug injection.,"COVID-19-Organisation, cancer, home-based hospital, pandemic",Cancer medicine,"BACKGROUND: The COVID-19 outbreak has posed considerable challenges to the health care system worldwide, especially for cancer treatment. We described the activity and the care organisation of the Hospitalisation At Home (HAH) structure during the pandemic for treating patients with anti-cancer injections. METHODS: We report the established organisation, the eligibility criteria, the patient characteristics, the treatment schemes and the stakeholders' role during two 5-week periods in 2020, before and during the French population's lockdown. RESULTS: The increase of activity during the lockdown (+32% of treated patients, +156% of new patients and +28% of delivered preparations) concerned solid tumour, mainly breast cancer, even if haematological malignancies remained the most frequent. Thirty different drugs were delivered, including three new drugs administered in HAH versus 19 during the routine period (p < 0.01). For those clinical departments accustomed to using HAH, the usual organisation was kept, but with adjustments. Five clinical departments increased the number of patients treated at home and widened the panel of drugs prescribed. Three oncology departments and one radiotherapy department for the first time solicited HAH for anti-cancer injections, mainly for immunotherapy. We adjusted the HAH organisation with additional human resources and allowed to prescribe drugs with an infusion time of <30 min only for the new prescribers. CONCLUSION: HAH allowed for the continuation of anti-cancer injections without postponement during the pandemic, and for a decrease in unnecessary patient travel to hospital with its concomitant COVID-19 transmission risk. Often left out of guidelines, the place of HAH in treating cancer patients should be reappraised, even more so during a pandemic."
33665833,['10.1002/jum.15684 [doi]'],Diagnostic Performance of An Artificial Intelligence System in Breast Ultrasound.,"artificial intelligence (AI), breast cancer, computer-aided detection (CADe), computer-assisted diagnosis (CADx), machine learning, ultrasound",Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,"OBJECTIVES: We study the performance of an artificial intelligence (AI) program designed to assist radiologists in the diagnosis of breast cancer, relative to measures obtained from conventional readings by radiologists. METHODS: A total of 10 radiologists read a curated, anonymized group of 299 breast ultrasound images that contained at least one suspicious lesion and for which a final diagnosis was independently determined. Separately, the AI program was initialized by a lead radiologist and the computed results compared against those of the radiologists. RESULTS: The AI program's diagnoses of breast lesions had concordance with the 10 radiologists' readings across a number of BI-RADS descriptors. The sensitivity, specificity, and accuracy of the AI program's diagnosis of benign versus malignant was above 0.8, in agreement with the highest performing radiologists and commensurate with recent studies. CONCLUSION: The trained AI program can contribute to accuracy of breast cancer diagnoses with ultrasound."
33665786,"['10.1007/s13577-021-00507-1 [doi]', '10.1007/s13577-021-00507-1 [pii]']",Stress-induced phosphoprotein 1 facilitates breast cancer cell progression and indicates poor prognosis for breast cancer patients.,"Biomarker, Breast cancer, JAK2/STAT3 pathway, Progression, Stress-induced phosphoprotein 1 (STIP1)",Human cell,"Breast cancer (BC) threatened the life health of a tremendous amount of the population, and the estimated number of death is still rising nowadays. We found that stress-induced phosphoprotein 1 (STIP1) is overexpressed in BC tissues compared to non-tumorous breast tissues. Our study is to validate the prognostic value of STIP1 and investigate its biological role in BC. We verified the upregulation of STIP1 in multiple databases, proved that STIP1 is upregulated in BC tissues and cell lines using real-time quantitative PCR (qRT-PCR). We used small interfering RNA to examine the function of STIP1 in BC cell lines (BT-549, MDA-MB-231, Hs-578 T) and explored the mechanism of function of STIP1 in BC cells using Western blotting and qRT-PCR. Analyses of multiple databases indicated that high STIP1 expression is a marker that effectively distinguishes BC patients from healthy control and predicts worse clinical outcomes in BC. The loss-of-function experiments showed that STIP1 silencing results in inhibition of cell proliferation and migration, inducing cell apoptosis, and S-phase arrest in vitro. Our study also showed that STIP1 downregulation inhibited the JAK2/STAT3 pathway and epithelial-mesenchymal transition process. Rescue experiments demonstrated that the oncogenic effect of STIP1 is partially dependent on mediating JAK2 expression. This study verified that STIP1 is an oncogenic gene that promotes BC progression and serves as a valuable diagnostic and outcome-related marker of BC."
