pubmed_id,DOI,title,keywords,journal,abstract
33674955,"['10.1007/s40261-021-01017-6 [doi]', '10.1007/s40261-021-01017-6 [pii]']",Cost-effectiveness Analysis of Atezolizumab Plus Nab-Paclitaxel for Advanced PD-L1 Positive Triple-Negative Breast Cancer in Japan.,?,Clinical drug investigation,"BACKGROUND AND OBJECTIVES: Atezolizumab is an anti-programmed death ligand 1 (PD-L1) antibody that shows good safety and efficacy for patients with PD-L1-positive triple-negative breast cancer (TNBC). The cost of atezolizumab therapy is expensive, and its economic burden is an important problem. In this study, we evaluated the cost effectiveness of atezolizumab plus nab-paclitaxel therapy (AnP) compared with nab-paclitaxel monotherapy (nP) for PD-L1-positive TNBC under Japanese medical conditions and environments using a Markov model. METHODS: The medical information was collected from data published by the IMpassion130 trial. A Markov model was established to simulate the number of patients in each disease state after AnP or nP therapy during each time period. As indices for cost effectiveness, total cost, quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios (ICER) were calculated. Probabilistic sensitivity analysis (PSA) was used to assess the uncertainty of the model using 10,000 Monte Carlo simulations with difference parameters. RESULTS: The QALYs for AnP treatment were longer than for nP treatment (1.12 vs 0.82 QALYs), but the total cost of AnP treatment was more expensive than that of nP treatment ( yen11,070,143 vs yen2,056,164). The ICER values comparing AnP treatment with nP treatment were yen30,208,143/QALY. The ICER/QALY was more expensive than the willingness-to-pay (WTP) of yen15,000,000 per QALY. To achieve a 50% cost-effective probability with a WTP threshold, the price of the atezolizumab should be reduced by 55.1%. CONCLUSIONS: AnP was not cost effective compared to nP for PD-L1-positive inoperable TNBC under the Japanese condition."
33674891,"['10.1007/s00259-021-05270-x [doi]', '10.1007/s00259-021-05270-x [pii]']","Just another ""Clever Hans""? Neural networks and FDG PET-CT to predict the outcome of patients with breast cancer.","18F-FDG PET, Breast cancer, Metabolic tumor volume, Neural network",European journal of nuclear medicine and molecular imaging,"BACKGROUND: Manual quantification of the metabolic tumor volume (MTV) from whole-body (18)F-FDG PET/CT is time consuming and therefore usually not applied in clinical routine. It has been shown that neural networks might assist nuclear medicine physicians in such quantification tasks. However, little is known if such neural networks have to be designed for a specific type of cancer or whether they can be applied to various cancers. Therefore, the aim of this study was to evaluate the accuracy of a neural network in a cancer that was not used for its training. METHODS: Fifty consecutive breast cancer patients that underwent (18)F-FDG PET/CT were included in this retrospective analysis. The PET-Assisted Reporting System (PARS) prototype that uses a neural network trained on lymphoma and lung cancer (18)F-FDG PET/CT data had to detect pathological foci and determine their anatomical location. Consensus reads of two nuclear medicine physicians together with follow-up data served as diagnostic reference standard; 1072 (18)F-FDG avid foci were manually segmented. The accuracy of the neural network was evaluated with regard to lesion detection, anatomical position determination, and total tumor volume quantification. RESULTS: If PERCIST measurable foci were regarded, the neural network displayed high per patient sensitivity and specificity in detecting suspicious (18)F-FDG foci (92%; CI = 79-97% and 98%; CI = 94-99%). If all FDG-avid foci were regarded, the sensitivity degraded (39%; CI = 30-50%). The localization accuracy was high for body part (98%; CI = 95-99%), region (88%; CI = 84-90%), and subregion (79%; CI = 74-84%). There was a high correlation of AI derived and manually segmented MTV (R(2) = 0.91; p < 0.001). AI-derived whole-body MTV (HR = 1.275; CI = 1.208-1.713; p < 0.001) was a significant prognosticator for overall survival. AI-derived lymph node MTV (HR = 1.190; CI = 1.022-1.384; p = 0.025) and liver MTV (HR = 1.149; CI = 1.001-1.318; p = 0.048) were predictive for overall survival in a multivariate analysis. CONCLUSION: Although trained on lymphoma and lung cancer, PARS showed good accuracy in the detection of PERCIST measurable lesions. Therefore, the neural network seems not prone to the clever Hans effect. However, the network has poor accuracy if all manually segmented lesions were used as reference standard. Both the whole body and organ-wise MTV were significant prognosticators of overall survival in advanced breast cancer."
33674820,"['6154851 [pii]', '10.1093/abbs/gmab016 [doi]']","Phospholipase C Delta 3 inhibits apoptosis and promotes proliferation, migration, and invasion of thyroid cancer cells via Hippo pathway.","Hippo pathway, Phospholipase C Delta 3, epithelial-mesenchymal transition, progression, thyroid cancer",Acta biochimica et biophysica Sinica,"In recent decades, the incidence of thyroid cancer (TC) has rapidly increased, leading us to explore the complex underlying mechanisms. We identified the gene Phospholipase C Delta 3 (PLCD3) as a potential oncogene in TC by conducting the whole transcriptome sequencing. Our study is to understand the oncogenic role of PLCD3 in TC. We verified the overexpression of PLCD3 in TC from The Cancer Genome Atlas, Gene Expression Omnibus databases, and a locally validated cohort. Clinical correlation analysis showed that PLCD3 expression was related to histological type, T stage, lymph node metastasis (LNM), and disease stage. The high expression of PLCD3 could be a distinguishing factor for TC and its LNM. The biological function was examined using small interfering RNA-transfected TC cell lines. Silenced PLCD3 could inhibit colony formation, migration, and invasion ability and promote apoptosis of TC cell lines. PLCD3 silencing reversed the epithelial-mesenchymal transition but induced the apoptotic progress. Further exploration revealed that PLCD3 might be associated with critical genes of the Hippo pathway. The expressions of RHOA, YAP1/TAZ, and their downstream targets were decreased significantly when PLCD3 was down-regulated. YAP1 overexpression rescued the tumor-suppressive effect caused by PLCD3 silencing. This study demonstrates that PLCD3 is an oncogene that supports tumorigenesis and progression in TC, and PLCD3 may be a potential target gene for TC treatment."
33674749,"['10.1038/s41388-021-01711-x [doi]', '10.1038/s41388-021-01711-x [pii]']",Aurora-A kinase oncogenic signaling mediates TGF-beta-induced triple-negative breast cancer plasticity and chemoresistance.,?,Oncogene,"Triple-negative breast cancer (TNBCs) account for 15-20% of all breast cancers and represent the most aggressive subtype of this malignancy. Early tumor relapse and progression are linked to the enrichment of a sub-fraction of cancer cells, termed breast tumor-initiating cells (BTICs), that undergo epithelial to mesenchymal transition (EMT) and typically exhibit a basal-like CD44(high)/CD24(low) and/or ALDH1(high) phenotype with critical cancer stem-like features such as high self-renewal capacity and intrinsic (de novo) resistance to standard of care chemotherapy. One of the major mechanisms responsible for the intrinsic drug resistance of BTICs is their high ALDH1 activity leading to inhibition of chemotherapy-induced apoptosis. In this study, we demonstrated that aurora-A kinase (AURKA) is required to mediate TGF-beta-induced expression of the SNAI1 gene, enrichment of ALDH1(high) BTICs, self-renewal capacity, and chemoresistance in TNBC experimental models. Significantly, the combination of docetaxel (DTX) with dual TGF-beta and AURKA pharmacologic targeting impaired tumor relapse and the emergence of distant metastasis. We also showed in unique chemoresistant TNBC cells isolated from patient-derived TNBC brain metastasis that dual TGF-beta and AURKA pharmacologic targeting reversed cancer plasticity and enhanced the sensitivity of TNBC cells to DTX-based-chemotherapy. Taken together, these findings reveal for the first time the critical role of AURKA oncogenic signaling in mediating TGF-beta-induced TNBC plasticity, chemoresistance, and tumor progression."
33674717,"['10.1038/s41746-021-00416-5 [doi]', '10.1038/s41746-021-00416-5 [pii]']",Deep-learning system to improve the quality and efficiency of volumetric heart segmentation for breast cancer.,?,NPJ digital medicine,"Although artificial intelligence algorithms are often developed and applied for narrow tasks, their implementation in other medical settings could help to improve patient care. Here we assess whether a deep-learning system for volumetric heart segmentation on computed tomography (CT) scans developed in cardiovascular radiology can optimize treatment planning in radiation oncology. The system was trained using multi-center data (n = 858) with manual heart segmentations provided by cardiovascular radiologists. Validation of the system was performed in an independent real-world dataset of 5677 breast cancer patients treated with radiation therapy at the Dana-Farber/Brigham and Women's Cancer Center between 2008-2018. In a subset of 20 patients, the performance of the system was compared to eight radiation oncology experts by assessing segmentation time, agreement between experts, and accuracy with and without deep-learning assistance. To compare the performance to segmentations used in the clinic, concordance and failures (defined as Dice < 0.85) of the system were evaluated in the entire dataset. The system was successfully applied without retraining. With deep-learning assistance, segmentation time significantly decreased (4.0 min [IQR 3.1-5.0] vs. 2.0 min [IQR 1.3-3.5]; p < 0.001), and agreement increased (Dice 0.95 [IQR = 0.02]; vs. 0.97 [IQR = 0.02], p < 0.001). Expert accuracy was similar with and without deep-learning assistance (Dice 0.92 [IQR = 0.02] vs. 0.92 [IQR = 0.02]; p = 0.48), and not significantly different from deep-learning-only segmentations (Dice 0.92 [IQR = 0.02]; p >/= 0.1). In comparison to real-world data, the system showed high concordance (Dice 0.89 [IQR = 0.06]) across 5677 patients and a significantly lower failure rate (p < 0.001). These results suggest that deep-learning algorithms can successfully be applied across medical specialties and improve clinical care beyond the original field of interest."
33674709,"['10.1038/s41598-021-84872-9 [doi]', '10.1038/s41598-021-84872-9 [pii]']",Palliative radiation therapy for symptomatic advance breast cancer.,?,Scientific reports,"In this study, we evaluated the effectiveness of palliative breast radiation therapy (RT), with single fraction RT compared with fractionated RT. Our study showed that both RT fractionation schemas provide palliation. Single fraction RT allowed for treatment with minimal interference with systemic therapy, whereas fractionated RT provided a more durable palliative response. Due to equivalent palliative response, at our institution we have increasingly been providing single fraction RT palliation during the COVID-19 pandemic."
33674619,"['10.1038/s41523-021-00225-9 [doi]', '10.1038/s41523-021-00225-9 [pii]']",The impact of mammographic screening on the subsequent breast cancer risk associated with biopsy-proven benign breast disease.,?,NPJ breast cancer,"Data on the risk of breast cancer following a benign breast disease (BBD) diagnosis were derived predominantly from populations of women biopsied before the widespread use of mammographic screening and in whom these lesions were mostly incidental findings. Whether or not similar risk associations are seen when these lesions are detected in mammographically screened populations is unknown. To address this, we examined the variation in BBD and breast cancer risk associations by the calendar time of BBD diagnosis (pre- vs. post-mammography era [before vs. 1985 and after]) in a nested case-control study within the Nurses' Health Study (NHS) and NHSII BBD subcohort (488 cases; 1908 controls). We performed logistic regression analysis, adjusting for matching factors and potential confounders, to estimate odds ratio (ORs) and 95% confidence interval (CI) for the association between BBD subtype (non-proliferative, proliferative without atypia, proliferative with atypical hyperplasia (AH)) and subsequent breast cancer risk. When compared with non-proliferative lesions, both proliferative lesions without atypia (PWA) and AHs were associated with similar levels of risk in the pre-mammographic (pre) and post-mammographic (post) time periods (PWA: OR [95% CI] = 1.73 [1.27, 2.36] pre vs. 1.12 [0.73, 1.74] post; AH: 4.41 [2.90, 6.70] pre vs. 3.69 [2.21, 6.15] post). The interaction by mammography era was not statistically significant (p-interaction = 0.47). These results suggest that the risk associations reported for BBD subtypes in the pre-mammography era remain valid for BBD detected after the widespread implementation of mammographic screening."
33674617,"['10.1038/s41523-021-00227-7 [doi]', '10.1038/s41523-021-00227-7 [pii]']",Proteomics of REPLICANT perfusate detects changes in the metastatic lymph node microenvironment.,?,NPJ breast cancer,"In breast cancer (BC), detecting low volumes of axillary lymph node (ALN) metastasis pre-operatively is difficult and novel biomarkers are needed. We recently showed that patient-derived ALNs can be sustained ex-vivo using normothermic perfusion. We now compare reactive (tumour-free; n = 5) and macrometastatic (containing tumour deposits >2 mm; n = 4) ALNs by combining whole section multiplex immunofluorescence with TMT-labelled LC-MS/MS of the circulating perfusate. Macrometastases contained significantly fewer B cells and T cells (CD4(+)/CD8(+)/regulatory) than reactive nodes (p = 0.02). Similarly, pathway analysis of the perfusate proteome (119/1453 proteins significantly differentially expressed) showed that immune function was diminished in macrometastases in favour of 'extracellular matrix degradation'; only 'neutrophil degranulation' was preserved. Qualitative comparison of the perfusate proteome to that of node-positive pancreatic and prostatic adenocarcinoma also highlighted 'neutrophil degranulation' as a contributing factor to nodal metastasis. Thus, metastasis-induced changes in the REPLICANT perfusate proteome are detectable, and could facilitate biomarker discovery."
33674614,"['10.1038/s41523-021-00233-9 [doi]', '10.1038/s41523-021-00233-9 [pii]']",Accuracy of breast MRI in evaluating nodal status after neoadjuvant therapy in invasive lobular carcinoma.,?,NPJ breast cancer,"Neoadjuvant therapy in breast cancer can downstage axillary lymph nodes and reduce extent of axillary surgery. As such, accurate determination of nodal status after neoadjuvant therapy and before surgery impacts surgical management. There are scarce data on the diagnostic accuracy of breast magnetic resonance imaging (MRI) for nodal evaluation after neoadjuvant therapy in patients with invasive lobular carcinoma (ILC), a diffusely growing tumor type. We retrospectively analyzed patients with stage 1-3 ILC who underwent pre-operative breast MRI after either neoadjuvant chemotherapy or endocrine therapy at our institution between 2006 and 2019. Two breast radiologists reviewed MRIs and evaluated axillary nodes for suspicious features. All patients underwent either sentinel node biopsy or axillary dissection. We evaluated sensitivity, specificity, negative and positive predictive values, and overall accuracy of the post-treatment breast MRI in predicting pathologic nodal status. Of 79 patients, 58.2% received neoadjuvant chemotherapy and 41.8% neoadjuvant endocrine therapy. The sensitivity and negative predictive value of MRI were significantly higher in the neoadjuvant endocrine therapy cohort than in the neoadjuvant chemotherapy cohort (66.7 vs. 37.9%, p = 0.012 and 70.6 vs. 40%, p = 0.007, respectively), while overall accuracy was similar. Upstaging from clinically node negative to pathologically node positive occurred in 28.0 and 41.7%, respectively. In clinically node positive patients, those with an abnormal post-treatment MRI had a significantly higher proportion of patients with >/=4 positive nodes on pathology compared to those with a normal MRI (61.1 versus 16.7%, p = 0.034). Overall, accuracy of breast MRI for predicting nodal status after neoadjuvant therapy in ILC was low in both chemotherapy and endocrine therapy cohorts. However, post-treatment breast MRI may help identify patients with a high burden of nodal disease (>/=4 positive nodes), which could impact pre-operative systemic therapy decisions. Further studies are needed to assess other imaging modalities to evaluate for nodal disease following neoadjuvant therapy and to improve clinical staging in patients with ILC."
33674538,"['10.1097/01.NURSE.0000731848.66381.b3 [doi]', '00152193-202103000-00016 [pii]']",Breast cancer and gynecologic risks in lesbian and bisexual women.,?,Nursing,"ABSTRACT: Lesbian and bisexual women may be at an increased risk for gynecologic infections and breast cancer due to a higher prevalence of factors such as obesity, smoking, and lower pregnancy rates. This article discusses the role of healthcare professionals in preventive screening for breast and gynecologic cancers and promoting healthy living in these patients by avoiding smoking, maintaining an ideal body weight, and limiting alcohol consumption."
33674341,"['gutjnl-2020-321952 [pii]', '10.1136/gutjnl-2020-321952 [doi]']","ESE3/EHF, a promising target of rosiglitazone, suppresses pancreatic cancer stemness by downregulating CXCR4.","pancreatic cancer, stem cells",Gut,"BACKGROUND AND AIMS: The crosstalk between cancer stem cells (CSCs) and their niche is required for the maintenance of stem cell-like phenotypes of CSCs. Here, we identified E26 transformation-specific homologous factor (EHF) as a key molecule in decreasing the sensitivity of pancreatic cancer (PC) cells to CSCs' niche stimulus. We also explored a therapeutic strategy to restore the expression of EHF. DESIGN: We used a LSL-Kras(G12D/+)mice, LSL-Trp53(R172H/+) and Pdx1-Cre (KPC) mouse model and samples from patients with PC. Immunostaining, flow cytometry, sphere formation assays, anchorage-independent growth assay, in vivo tumourigenicity, reverse transcription PCR, chromatin immunoprecipitation (ChIP) and luciferase analyses were conducted in this study. RESULTS: CXCL12 derived from pancreatic stellate cells (PSCs) mediates the crosstalk between PC cells and PSCs to promote PC stemness. Tumorous EHF suppressed CSC stemness by decreasing the sensitivity of PC to CXCL12 stimulus and inhibiting the crosstalk between PC and CSC-supportive niches. Mechanically, EHF suppressed the transcription of the CXCL12 receptor CXCR4. EHF had a cell autonomous role in suppressing cancer stemness by inhibiting the transcription of Sox9, Sox2, Oct4 and Nanog. Rosiglitazone suppressed PC stemness and inhibited the crosstalk between PC and PSCs by upregulating EHF. Preclinical KPC mouse cohorts demonstrated that rosiglitazone sensitised PDAC to gemcitabine therapy. CONCLUSIONS: EHF decreased the sensitivity of PC to the stimulus from PSC-derived CSC-supportive niche by negatively regulating tumorous CXCR4. Rosiglitazone could be used to target PC stem cells and the crosstalk between CSCs and their niche by upregulating EHF."
33674240,"['S1524-9042(20)30249-6 [pii]', '10.1016/j.pmn.2020.12.010 [doi]']",Older Women and Opioid Analgesia after Breast Cancer Surgery.,?,Pain management nursing : official journal of the American Society of Pain Management Nurses,"PURPOSE: To explore which factors influence opioid analgesia use in older women during the 48-hour period after hospital discharge following initial breast cancer surgery. DESIGN: This cross-sectional, descriptive study involved a cohort (n = 57) of older women recruited for a larger study of breast cancer patients. METHODS: We gathered patient-reported data pertinent to perioperative and post-discharge pain control. Data were analyzed using linear regression to explore those characteristics that had the greatest influence on the amount of post-discharge opioid analgesia required. RESULTS: After hospital discharge, 29 older women (51%) with breast cancer avoided opioid analgesia for various reasons. The number of prescribed opioid tablets each woman self-administered determined the total dosage of analgesia required 48 hours post-discharge. CONCLUSIONS: The majority of this sample of older women with early-stage breast cancer experienced adequate pain relief after surgery and required little or no postoperative or postdischarge opioid analgesia. Optimization of the pain control experience for older women with breast cancer requires thorough pain assessment from diagnosis through survivorship through the end of life. This can be achieved by equipping women in this population to advocate for their pain control needs in real time. Future studies that elucidate preferences, beliefs, and current pain control practices before, during, and after breast cancer surgery will improve safety and efficacy of pain control for this fast-growing population."
33674225,"['S1471-4906(21)00048-X [pii]', '10.1016/j.it.2021.02.009 [doi]']",Uncloaking Breast Tumor Neoantigens with Radiation.,?,Trends in immunology,"Currently, immunotherapy is not effective for all cancer patients, partly due to an inability to mount sufficient tumor-specific T cell responses. Here, we highlight a recent study by Lhuillier et al. demonstrating that radiation potentiates neoantigen expression, eliciting CD4(+) and CD8(+) T cell responses and tumor growth control in mice."
33674187,"['S1526-8209(21)00023-9 [pii]', '10.1016/j.clbc.2021.01.011 [doi]']",Omission of Chemotherapy in HR+/HER2- Early Invasive Breast Cancer Based on Combined 6-IHC Score?,"Adjuvant chemotherapy, Gene expression, Immunohistochemistry, Prognosis biomarker, Recurrence",Clinical breast cancer,"PURPOSE: Current methods of judging whether HR+/HER2- breast cancer (BC) require adjuvant therapy, such as Ki67 and multigene prognostic tests, cannot balance accuracy with the price most patients can afford. METHODS: A retrospective analysis of 330 HR+/HER2- BC patients was conducted. Six BC-related genes (Cathepsin L2, MMP11, CyclinB1, Aurora A, Survivin, and Ki67) were screened using univariate and multivariate COX regression, and correlate clinical follow-up with immunohistochemical expression (designated as 6-IHC). All the included patients were divided randomly at a 7:3 ratio into training and testing cohorts. The cutoff prognosis index (PI) of 6-IHC was determined by multivariate Cox risk regression analysis after calculating the PI of each patient in training cohort and confirmed in testing cohort. Kaplan-Meier (KM) method was used to analyze Disease-free survival (DFS) and overall survival (OS). Six-IHC score and other factors associated with survival benefit of adjuvant chemotherapy were compared with Ki67 index. RESULTS: The receiver operating characteristic curve analysis showed that the patients can be divided into 6-IHC score ""High"" and ""Low"" risk groups. The 8-year DFS and OS of the KM curves showed that chemotherapy did not significantly improve the DFS in the 6-IHC score ""Low"" risk group (P= 0.830), but significantly improved the DFS in the 6-IHC score ""High"" risk group (P = 0.012). CONCLUSIONS: Combined 6-IHC score could be a reliable tool in predicting cancer-specific recurrences and survival in HR+/HER2-breast cancer patients, with additional advantages over using immunohistochemical expression of Ki67."
33673985,"['S0144-8617(21)00083-7 [pii]', '10.1016/j.carbpol.2021.117696 [doi]']",A comprehensive review on alginate-based delivery systems for the delivery of chemotherapeutic agent: Doxorubicin.,"Alginate, Chemotherapy, Doxorubicin, Drug delivery",Carbohydrate polymers,"Doxorubicin (DOX), an anthracycline drug, is widely used for the treatment of several cancers like osteosarcoma, cervical carcinoma, breast cancer, etc. DOX lacks target specificity; thereby it also affects normal cells thus resulting in several side-effects. A drug delivery system (DDS) can be used to deliver the drug in a controlled and sustained manner at a targeted site within the body. Various DDS like nanoemulsions, polymeric nanoparticles, and liposomes are used for loading DOX. Alginate, a polysaccharide is widely used for fabricating DDS due to its biodegradable and bio-compatible properties. Alginates, in combination with other biomaterials, have been extensively used as a novel drug delivery carrier for DOX. Alginate provides a platform for drug delivery in different forms like hydrogels, nanogels, nanoparticles, microparticles, graphene oxide systems, magnetic systems, etc. Herein, we briefly describe alginate in combination with other materials as a nanocarrier for targeted delivery of DOX for anti-cancer treatment."
33673816,"['10.1186/s12885-021-07947-w [doi]', '10.1186/s12885-021-07947-w [pii]']",Treatment patterns and outcomes in older women with early breast cancer: a population-based cohort study in China.,"Adjuvant therapy, Breast cancer, Elderly women, Overall survival",BMC cancer,"BACKGROUND: Despite the proportion of elderly breast cancer patients has been consistently increasing, the optimal treatment modalities for this population have not been well explored. We summarized the treatment outcomes of these patients in our hospital. METHODS: Older patients with early breast cancer were identified from the Breast Cancer Information Management System at West China Hospital, Sichuan University (2000-2019). We compared tumor characteristics and treatment outcomes between the older group (65-74 years old) and the elderly group (>/=75 years old). The Kaplan-Meier and Cox regression analysis were conducted to determine significant prognostic factors. RESULTS: In total, 1094 patients were included. The median follow-up time for this cohort was 59 months. The majority of patients underwent surgery and benefited from surgical treatment. Elderly group patients were less likely to receive adjuvant chemotherapy or postmastectomy radiotherapy (PMRT) compared to the older group. However, adjuvant chemotherapy was associated with improved overall survival (OS) (hazard ratio [HR] 0.521, 95% confidence interval [CI] 0.284-0.955, P = 0.035). Subgroup analysis revealed that patients with grade III disease best benefited from adjuvant chemotherapy. PMRT offered a significant improvement in local disease control, but not in OS. Furthermore, endocrine therapy improved the OS of HR-positive patients (HR 0.440, 95%CI 0.261-0.741, P = 0.002), especially for cases aged 65-74 years. Also, receipt of trastuzumab in HER2-positive patients was associated with better OS (HR 0.168, 95%CI 0.029-0.958, P = 0.045). CONCLUSIONS: Our findings suggest that surgery, adjuvant chemotherapy, endocrine and targeted therapy are associated with improved OS in older breast cancer patients. Moreover, clinicopathological characteristics should be comprehensively considered when making treatment decisions for these patients."
33673784,['10.1080/13557858.2021.1893663 [doi]'],"Cancer incidence in indigenous populations of Western Amazon, Brazil.","Indigenous population, incidence, neoplasms, population groups",Ethnicity & health,"OBJECTIVES: This study aims to estimate a population-based cancer incidence among indigenous populations in the State of Acre, Brazilian Western Amazon, to provide knowledge about cancer epidemiological profiles contributing to healthcare policies and service planning. Although cancer epidemiology in Brazil is well described through incidence and mortality estimate in the general population, cancer estimates among indigenous peoples are still unknown. DESIGN: This is a descriptive study of cancer incidence among the indigenous population (2000-2012) in the State of Acre, Brazil. The sources used were population-based cancer registries of Goiania, hospital-based cancer registry of Acre, Sao Paulo, and Porto Velho; Special Indigenous Health Districts databases of Acre, Goiania, and Sao Paulo; Mortality Information System, and Rio Branco's public and private laboratories' reports. Standardized Incidence Ratio (SIR) was calculated using cancer incidence rates of Goiania as reference. RESULTS: From 137 cancer cases, 51.8% occurred in women and 32.1% in people aged 70 + . Among men, the most frequent cancer sites were stomach (25.8%), liver (15.1%), colorectal (7.6%), leukemia (7.6%), and prostate (6.1%). Among women, the most frequent were cervical (50.7%), stomach (8.5%), leukemia (5.6%), liver (4.3%), and breast (4.3%). Among men, there was an excess of cancer cases for stomach (SIR=1.75; 95%CI:1.67-1.83), liver (SIR=1.77; 95%CI:1.66-1.88), and leukemia (SIR=1.64; 95%CI:1.49-1.78). In women, an excess of cancer cases was observed for cervical (SIR=4.49; 95%CI:4.34-4.64) and liver (SIR=2.11; 95%CI:1.88-2.34). A lower cancer incidence for prostate (SIR=0.06; 95%CI:0.05-0.07) and female breast (SIR=0.12; 95%CI:0.11-0.14) was observed. CONCLUSIONS: Cervical, stomach, and liver cancers corresponded to 52% of the cases and were highly incident among the Brazilian indigenous population of Western Amazon compared to non-indigenous counterparts. Despite the low frequency of breast and prostate cancer, the fact they were present among indigenous peoples suggests a complex epidemiological transition framework in these populations."
33673690,"['ijms22052402 [pii]', '10.3390/ijms22052402 [doi]']",Silencing DNA Polymerase beta Induces Aneuploidy as a Biomarker of Poor Prognosis in Oral Squamous Cell Cancer.,"DNA polymerase beta, aneuploidy, cell cycles, oral cancer",International journal of molecular sciences,"Most patients with oral squamous cell cancer (OSCC) have a locally advanced stage at diagnosis. The treatment strategies are diverse, including surgery, radiotherapy and chemotherapy. Despite multimodality treatment, the response rate is unsatisfactory. DNA repair and genetic instability are highly associated with carcinogenesis and treatment outcomes in oral squamous cell cancer, affecting cell growth and proliferation. Therefore, focusing on DNA repair and genetic instability interactions could be a potential target for improving the outcomes of OSCC patients. DNA polymerase-beta (POLB) is an important enzyme in base excision repair and contributes to gene instability, leading to tumorigenesis and cancer metastasis. The aim of our study was to confirm POLB regulates the growth of OSCC cells through modulation of cell cycle and chromosomal instability. We analyzed a tissue array from 133 OSCC patients and discovered that low POLB expression was associated with advanced tumor stage and poor overall survival. In multivariate Cox proportional hazards regression analysis, low POLB expression and advanced lymph node status were significantly associated with poor survival. By performing in vitro studies on model cell lines, we demonstrated that POLB silencing regulated cell cycles, exacerbated mitotic abnormalities and enhanced cell proliferation. After POLB depletion, OSCC cells showed chromosomal instability and aneuploidy. Thus, POLB is an important maintainer of karyotypic stability in OSCC cells."
33673627,"['ijerph18052346 [pii]', '10.3390/ijerph18052346 [doi]']",An Improved Stress-Scale Specifically Designed to Measure Stress of Women with Newly Diagnosed Breast Cancer.,"NDBCSS, breast cancer, confirmatory factor analysis, exploratory factor analysis, stress scale",International journal of environmental research and public health,"Most breast cancer patients are middle-aged women actively involved in establishing a family, developing a career, or raising children. With the exception of the Newly Diagnosed Breast Cancer Stress Scale (NDBCSS), few stress scales have been designed for women with breast cancer. This study checked the dimensionality of the NDBCSS by confirmatory factor analysis (CFA) and the results showed a poor fit, indicating an urgent need for improvement. Exploratory factor analysis (EFA) using the varimax rotation method was performed to improve the model, the revised NDBCSS (NDBCSS-R), which showed a good Kaiser-Meyer-Olkin value, Bartlett's test of sphericity, and internal consistency reliability. The NDBCSS-R showed improved indices compared with NDBCSS, including: chi-square fit statistics/degree of freedom (CMIN/DF), goodness-of-fit index (GFI), adjusted goodness of fit index (AGFI), normed fix index (NFI), relative fit index (RFI), incremental fix index (IFI), Tucker-Lewis index (TLI), comparative fix index (CFI), root mean square error of approximation (RMSEA), root mean square residual (RMR), parsimonious goodness-fit-index (PGFI), and parsimonious normed fit index (PNFI). In conclusion, the improved NDBCSS-R can provide health professionals with an early understanding of the stress levels of women with breast cancer so that they can provide immediate medical intervention to prevent vicious cycles in a timely manner."
33673560,"['molecules26051290 [pii]', '10.3390/molecules26051290 [doi]']",Assessment of Conventional Solvent Extraction vs. Supercritical Fluid Extraction of Khella (Ammi visnaga L.) Furanochromones and Their Cytotoxicity.,"Ammi visnaga, MCF-7, khellin, supercritical fluid extraction, visnagin","Molecules (Basel, Switzerland)","BACKGROUND: Khella (Ammi visnaga Lam.) fruits (Apiaceae) are rich in furanochromones, mainly khellin and visnagin, and are thus incorporated in several pharmaceutical products used mainly for treatment of renal stones. METHODS: The objective of this study was to compare the yield of khellin and visnagin obtained using different conventional solvents and supercritical fluid extraction (SCFE) with carbon dioxide (containing 5% methanol as co-solvent). Water, acetone and ethanol (30% and 95%) were selected as conventional solvents. RESULTS: Highest extract yield was obtained from 30% ethanol (15.44%), while SCFE gave the lowest yield (4.50%). However, the percentage of furanochromones were highest in SCFE (30.1%), and lowest in boiling water extract (5.95%). HPLC analysis of conventional solvent extracts showed other coumarins that did not appear in supercritical fluid extraction chromatogram due to non-selectivity of solvent extraction. Ammi visnaga extracts as well as standard khellin and visnagin were tested for their cytotoxic activity using sulforhodamine B assay on breast cancer (MCF-7) and hepatocellular carcinoma (Hep G2) cell lines. Results revealed a strong cytotoxic activity (IC50 < 20 microg/mL) for the SCFE and standard compounds (khellin and visnagin) (IC50 ranging between 12.54 +/- 0.57 and 17.53 +/- 1.03 microg/mL). However, ethanol and acetone extracts had moderate cytotoxic activity (IC50 20-90 microg/mL) and aqueous extract had a weak activity (IC50 > 90 microg/mL). CONCLUSIONS: Thus, supercritical fluid extraction is an efficient, relatively safe, and cheap technique that yielded a more selective purified extract with better cytotoxic activity."
